activity_date,user_id,inc_amt
2023-07-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2023-10-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2023-08-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2024-02-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2023-12-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2023-11-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2023-09-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2024-03-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2024-01-17,0001EA80-0DE9-4A02-B6B6-F871E5C93EB6,19.99
2023-09-09,000c6ab9-b1f4-4eb9-807f-43e727e6e0e2,19.99
2023-10-09,000c6ab9-b1f4-4eb9-807f-43e727e6e0e2,19.99
2023-01-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2023-06-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2023-03-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2022-12-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2023-04-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2023-02-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2023-07-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2023-05-04,003A5F17-47C2-462B-9200-3F48D21569DC,19.99
2023-12-02,004069aa-225c-42a0-a78b-922faad4ab86,19.99
2024-01-02,004069aa-225c-42a0-a78b-922faad4ab86,19.99
2024-02-02,004069aa-225c-42a0-a78b-922faad4ab86,19.99
2023-08-23,004f8fe4-1630-4df7-86a2-283843f282ec,19.99
2023-09-23,004f8fe4-1630-4df7-86a2-283843f282ec,19.99
2024-03-17,004f8fe4-1630-4df7-86a2-283843f282ec,19.99
2024-02-17,004f8fe4-1630-4df7-86a2-283843f282ec,19.99
2022-10-01,00635cd5-c8b2-4e40-af4d-afc9a5d19955,14.98
2022-10-31,00635cd5-c8b2-4e40-af4d-afc9a5d19955,14.98
2022-09-01,00635cd5-c8b2-4e40-af4d-afc9a5d19955,14.98
2024-04-06,0069E5AE-4087-4FB1-A844-2711B4B9BA0A,19.99
2024-04-05,00812040-02D5-4110-BACE-F7732FEC9A3C,19.99
2023-09-05,00812040-02D5-4110-BACE-F7732FEC9A3C,19.99
2024-01-05,00812040-02D5-4110-BACE-F7732FEC9A3C,19.99
2024-02-05,00812040-02D5-4110-BACE-F7732FEC9A3C,19.99
